CASENAME,DAYS,DATE,WGNAME,KEYWORD,VALUE,UNITS,COMMENT
HISTORY,710,2016-12-11,PRODU6,WGPT,1762070,MMSCF,NA
HISTORY,720,2016-12-21,PRODU6,WGPT,1768130,MMSCF,NA
HISTORY,730,2016-12-31,PRODU6,WGPT,1773920,MMSCF,NA
HISTORY,740,2017-01-10,PRODU6,WGPT,1779490,MMSCF,NA
HISTORY,750,2017-01-20,PRODU6,WGPT,1784880,MMSCF,NA
HISTORY,760,2017-01-30,PRODU6,WGPT,1790110,MMSCF,NA
HISTORY,770,2017-02-09,PRODU6,WGPT,1795190,MMSCF,NA
HISTORY,780,2017-02-19,PRODU6,WGPT,1800130,MMSCF,NA
HISTORY,790,2017-03-01,PRODU6,WGPT,1804940,MMSCF,NA
HISTORY,800,2017-03-11,PRODU6,WGPT,1809620,MMSCF,NA
HISTORY,810,2017-03-21,PRODU6,WGPT,1814190,MMSCF,NA
HISTORY,820,2017-03-31,PRODU6,WGPT,1818660,MMSCF,NA
HISTORY,830,2017-04-10,PRODU6,WGPT,1823020,MMSCF,NA
HISTORY,840,2017-04-20,PRODU6,WGPT,1827280,MMSCF,NA
HISTORY,850,2017-04-30,PRODU6,WGPT,1831450,MMSCF,NA
HISTORY,860,2017-05-10,PRODU6,WGPT,1835530,MMSCF,NA
HISTORY,870,2017-05-20,PRODU6,WGPT,1839530,MMSCF,NA
HISTORY,880,2017-05-30,PRODU6,WGPT,1843440,MMSCF,NA
HISTORY,890,2017-06-09,PRODU6,WGPT,1847270,MMSCF,NA
HISTORY,900,2017-06-19,PRODU6,WGPT,1851030,MMSCF,NA
HISTORY,0,2015-01-01,PRODU7,WGPT,-0,MMSCF,NA
HISTORY,3.3,2015-01-04,PRODU7,WGPT,6809.21,MMSCF,NA
HISTORY,10,2015-01-11,PRODU7,WGPT,20495.5,MMSCF,NA
HISTORY,20,2015-01-21,PRODU7,WGPT,40703.6,MMSCF,NA
HISTORY,30,2015-01-31,PRODU7,WGPT,60715.4,MMSCF,NA
HISTORY,40,2015-02-10,PRODU7,WGPT,81018.8,MMSCF,NA
HISTORY,50,2015-02-20,PRODU7,WGPT,101456,MMSCF,NA
HISTORY,60,2015-03-02,PRODU7,WGPT,122052,MMSCF,NA
HISTORY,70,2015-03-12,PRODU7,WGPT,143410,MMSCF,NA
HISTORY,80,2015-03-22,PRODU7,WGPT,166912,MMSCF,NA
HISTORY,90,2015-04-01,PRODU7,WGPT,192809,MMSCF,NA
HISTORY,100,2015-04-11,PRODU7,WGPT,221211,MMSCF,NA
HISTORY,110,2015-04-21,PRODU7,WGPT,252282,MMSCF,NA
HISTORY,120,2015-05-01,PRODU7,WGPT,286216,MMSCF,NA
HISTORY,130,2015-05-11,PRODU7,WGPT,323140,MMSCF,NA
HISTORY,140,2015-05-21,PRODU7,WGPT,363099,MMSCF,NA
HISTORY,150,2015-05-31,PRODU7,WGPT,406140,MMSCF,NA
HISTORY,160,2015-06-10,PRODU7,WGPT,452368,MMSCF,NA
HISTORY,170,2015-06-20,PRODU7,WGPT,501927,MMSCF,NA
HISTORY,180,2015-06-30,PRODU7,WGPT,555278,MMSCF,NA
HISTORY,190,2015-07-10,PRODU7,WGPT,612547,MMSCF,NA
HISTORY,200,2015-07-20,PRODU7,WGPT,673581,MMSCF,NA
HISTORY,210,2015-07-30,PRODU7,WGPT,738278,MMSCF,NA
HISTORY,220,2015-08-09,PRODU7,WGPT,806580,MMSCF,NA
HISTORY,230,2015-08-19,PRODU7,WGPT,878498,MMSCF,NA
HISTORY,240,2015-08-29,PRODU7,WGPT,953887,MMSCF,NA
HISTORY,250,2015-09-08,PRODU7,WGPT,1032550,MMSCF,NA
HISTORY,260,2015-09-18,PRODU7,WGPT,1114440,MMSCF,NA
HISTORY,270,2015-09-28,PRODU7,WGPT,1199500,MMSCF,NA
HISTORY,280,2015-10-08,PRODU7,WGPT,1287570,MMSCF,NA
HISTORY,290,2015-10-18,PRODU7,WGPT,1378590,MMSCF,NA
HISTORY,300,2015-10-28,PRODU7,WGPT,1472440,MMSCF,NA
HISTORY,310,2015-11-07,PRODU7,WGPT,1476840,MMSCF,NA
HISTORY,320,2015-11-17,PRODU7,WGPT,1480980,MMSCF,NA
HISTORY,330,2015-11-27,PRODU7,WGPT,1484980,MMSCF,NA
HISTORY,340,2015-12-07,PRODU7,WGPT,1488820,MMSCF,NA
HISTORY,350,2015-12-17,PRODU7,WGPT,1492510,MMSCF,NA
HISTORY,360,2015-12-27,PRODU7,WGPT,1496040,MMSCF,NA
HISTORY,370,2016-01-06,PRODU7,WGPT,1564250,MMSCF,NA
HISTORY,380,2016-01-16,PRODU7,WGPT,1640270,MMSCF,NA
HISTORY,390,2016-01-26,PRODU7,WGPT,1723980,MMSCF,NA
HISTORY,400,2016-02-05,PRODU7,WGPT,1815820,MMSCF,NA
HISTORY,410,2016-02-15,PRODU7,WGPT,1914210,MMSCF,NA
HISTORY,420,2016-02-25,PRODU7,WGPT,2018230,MMSCF,NA
HISTORY,430,2016-03-06,PRODU7,WGPT,2127350,MMSCF,NA
HISTORY,440,2016-03-16,PRODU7,WGPT,2241330,MMSCF,NA
HISTORY,450,2016-03-26,PRODU7,WGPT,2359990,MMSCF,NA
HISTORY,460,2016-04-05,PRODU7,WGPT,2483250,MMSCF,NA
HISTORY,470,2016-04-15,PRODU7,WGPT,2610840,MMSCF,NA
HISTORY,480,2016-04-25,PRODU7,WGPT,2739210,MMSCF,NA
HISTORY,490,2016-05-05,PRODU7,WGPT,2863310,MMSCF,NA
HISTORY,500,2016-05-15,PRODU7,WGPT,2983380,MMSCF,NA
HISTORY,510,2016-05-25,PRODU7,WGPT,3099570,MMSCF,NA
HISTORY,520,2016-06-04,PRODU7,WGPT,3212050,MMSCF,NA
HISTORY,530,2016-06-14,PRODU7,WGPT,3320890,MMSCF,NA
HISTORY,540,2016-06-24,PRODU7,WGPT,3426230,MMSCF,NA
HISTORY,550,2016-07-04,PRODU7,WGPT,3528200,MMSCF,NA
HISTORY,560,2016-07-14,PRODU7,WGPT,3626950,MMSCF,NA
HISTORY,570,2016-07-24,PRODU7,WGPT,3722600,MMSCF,NA
HISTORY,580,2016-08-03,PRODU7,WGPT,3815300,MMSCF,NA
HISTORY,590,2016-08-13,PRODU7,WGPT,3905180,MMSCF,NA
HISTORY,600,2016-08-23,PRODU7,WGPT,3992400,MMSCF,NA
HISTORY,610,2016-09-02,PRODU7,WGPT,4077130,MMSCF,NA
HISTORY,620,2016-09-12,PRODU7,WGPT,4159540,MMSCF,NA
HISTORY,630,2016-09-22,PRODU7,WGPT,4239780,MMSCF,NA
HISTORY,640,2016-10-02,PRODU7,WGPT,4317980,MMSCF,NA
HISTORY,650,2016-10-12,PRODU7,WGPT,4394280,MMSCF,NA
HISTORY,660,2016-10-22,PRODU7,WGPT,4468820,MMSCF,NA
HISTORY,670,2016-11-01,PRODU7,WGPT,4541720,MMSCF,NA
HISTORY,680,2016-11-11,PRODU7,WGPT,4613110,MMSCF,NA
HISTORY,690,2016-11-21,PRODU7,WGPT,4683070,MMSCF,NA
HISTORY,700,2016-12-01,PRODU7,WGPT,4751700,MMSCF,NA
HISTORY,710,2016-12-11,PRODU7,WGPT,4819070,MMSCF,NA
HISTORY,720,2016-12-21,PRODU7,WGPT,4885230,MMSCF,NA
HISTORY,730,2016-12-31,PRODU7,WGPT,4950230,MMSCF,NA
HISTORY,740,2017-01-10,PRODU7,WGPT,5014120,MMSCF,NA
HISTORY,750,2017-01-20,PRODU7,WGPT,5076940,MMSCF,NA
HISTORY,760,2017-01-30,PRODU7,WGPT,5138740,MMSCF,NA
HISTORY,770,2017-02-09,PRODU7,WGPT,5199570,MMSCF,NA
HISTORY,780,2017-02-19,PRODU7,WGPT,5259480,MMSCF,NA
HISTORY,790,2017-03-01,PRODU7,WGPT,5318510,MMSCF,NA
HISTORY,800,2017-03-11,PRODU7,WGPT,5376690,MMSCF,NA
HISTORY,810,2017-03-21,PRODU7,WGPT,5434080,MMSCF,NA
HISTORY,820,2017-03-31,PRODU7,WGPT,5490710,MMSCF,NA
HISTORY,830,2017-04-10,PRODU7,WGPT,5546600,MMSCF,NA
HISTORY,840,2017-04-20,PRODU7,WGPT,5601790,MMSCF,NA
HISTORY,850,2017-04-30,PRODU7,WGPT,5656320,MMSCF,NA
HISTORY,860,2017-05-10,PRODU7,WGPT,5710210,MMSCF,NA
HISTORY,870,2017-05-20,PRODU7,WGPT,5763490,MMSCF,NA
HISTORY,880,2017-05-30,PRODU7,WGPT,5816180,MMSCF,NA
HISTORY,890,2017-06-09,PRODU7,WGPT,5868320,MMSCF,NA
HISTORY,900,2017-06-19,PRODU7,WGPT,5919930,MMSCF,NA
HISTORY,0,2015-01-01,PRODU8,WGPT,-0,MMSCF,NA
HISTORY,3.3,2015-01-04,PRODU8,WGPT,6876.81,MMSCF,NA
HISTORY,10,2015-01-11,PRODU8,WGPT,20633.9,MMSCF,NA
HISTORY,20,2015-01-21,PRODU8,WGPT,40931.3,MMSCF,NA
HISTORY,30,2015-01-31,PRODU8,WGPT,61020.2,MMSCF,NA
HISTORY,40,2015-02-10,PRODU8,WGPT,80954,MMSCF,NA
HISTORY,50,2015-02-20,PRODU8,WGPT,101251,MMSCF,NA
HISTORY,60,2015-03-02,PRODU8,WGPT,121640,MMSCF,NA
HISTORY,70,2015-03-12,PRODU8,WGPT,143509,MMSCF,NA
HISTORY,80,2015-03-22,PRODU8,WGPT,167453,MMSCF,NA
HISTORY,90,2015-04-01,PRODU8,WGPT,193926,MMSCF,NA
HISTORY,100,2015-04-11,PRODU8,WGPT,223139,MMSCF,NA
HISTORY,110,2015-04-21,PRODU8,WGPT,254994,MMSCF,NA
HISTORY,120,2015-05-01,PRODU8,WGPT,289243,MMSCF,NA
HISTORY,130,2015-05-11,PRODU8,WGPT,325646,MMSCF,NA
HISTORY,140,2015-05-21,PRODU8,WGPT,364101,MMSCF,NA
HISTORY,150,2015-05-31,PRODU8,WGPT,404620,MMSCF,NA
HISTORY,160,2015-06-10,PRODU8,WGPT,447288,MMSCF,NA
HISTORY,170,2015-06-20,PRODU8,WGPT,492299,MMSCF,NA
HISTORY,180,2015-06-30,PRODU8,WGPT,539763,MMSCF,NA
HISTORY,190,2015-07-10,PRODU8,WGPT,589758,MMSCF,NA
HISTORY,200,2015-07-20,PRODU8,WGPT,642391,MMSCF,NA
HISTORY,210,2015-07-30,PRODU8,WGPT,697656,MMSCF,NA
HISTORY,220,2015-08-09,PRODU8,WGPT,755236,MMSCF,NA
HISTORY,230,2015-08-19,PRODU8,WGPT,814688,MMSCF,NA
HISTORY,240,2015-08-29,PRODU8,WGPT,875452,MMSCF,NA
HISTORY,250,2015-09-08,PRODU8,WGPT,936875,MMSCF,NA
HISTORY,260,2015-09-18,PRODU8,WGPT,998610,MMSCF,NA
HISTORY,270,2015-09-28,PRODU8,WGPT,1060540,MMSCF,NA
HISTORY,280,2015-10-08,PRODU8,WGPT,1122630,MMSCF,NA
HISTORY,290,2015-10-18,PRODU8,WGPT,1184890,MMSCF,NA
HISTORY,300,2015-10-28,PRODU8,WGPT,1247430,MMSCF,NA
HISTORY,310,2015-11-07,PRODU8,WGPT,1250770,MMSCF,NA
HISTORY,320,2015-11-17,PRODU8,WGPT,1253960,MMSCF,NA
HISTORY,330,2015-11-27,PRODU8,WGPT,1256880,MMSCF,NA
HISTORY,340,2015-12-07,PRODU8,WGPT,1259470,MMSCF,NA
HISTORY,350,2015-12-17,PRODU8,WGPT,1261700,MMSCF,NA
HISTORY,360,2015-12-27,PRODU8,WGPT,1263630,MMSCF,NA
HISTORY,370,2016-01-06,PRODU8,WGPT,1299210,MMSCF,NA
HISTORY,380,2016-01-16,PRODU8,WGPT,1339030,MMSCF,NA
HISTORY,390,2016-01-26,PRODU8,WGPT,1383300,MMSCF,NA
HISTORY,400,2016-02-05,PRODU8,WGPT,1431560,MMSCF,NA
HISTORY,410,2016-02-15,PRODU8,WGPT,1483320,MMSCF,NA
HISTORY,420,2016-02-25,PRODU8,WGPT,1538250,MMSCF,NA
HISTORY,430,2016-03-06,PRODU8,WGPT,1596180,MMSCF,NA
HISTORY,440,2016-03-16,PRODU8,WGPT,1656940,MMSCF,NA
HISTORY,450,2016-03-26,PRODU8,WGPT,1720450,MMSCF,NA
HISTORY,460,2016-04-05,PRODU8,WGPT,1787120,MMSCF,NA
HISTORY,470,2016-04-15,PRODU8,WGPT,1856570,MMSCF,NA
HISTORY,480,2016-04-25,PRODU8,WGPT,1928690,MMSCF,NA
HISTORY,490,2016-05-05,PRODU8,WGPT,2003440,MMSCF,NA
HISTORY,500,2016-05-15,PRODU8,WGPT,2080330,MMSCF,NA
HISTORY,510,2016-05-25,PRODU8,WGPT,2159100,MMSCF,NA
HISTORY,520,2016-06-04,PRODU8,WGPT,2239590,MMSCF,NA
HISTORY,530,2016-06-14,PRODU8,WGPT,2321690,MMSCF,NA
HISTORY,540,2016-06-24,PRODU8,WGPT,2405300,MMSCF,NA
HISTORY,550,2016-07-04,PRODU8,WGPT,2490290,MMSCF,NA
HISTORY,560,2016-07-14,PRODU8,WGPT,2576430,MMSCF,NA
HISTORY,570,2016-07-24,PRODU8,WGPT,2663670,MMSCF,NA
HISTORY,580,2016-08-03,PRODU8,WGPT,2751890,MMSCF,NA
HISTORY,590,2016-08-13,PRODU8,WGPT,2840850,MMSCF,NA
HISTORY,600,2016-08-23,PRODU8,WGPT,2929830,MMSCF,NA
HISTORY,610,2016-09-02,PRODU8,WGPT,3018330,MMSCF,NA
HISTORY,620,2016-09-12,PRODU8,WGPT,3106120,MMSCF,NA
HISTORY,630,2016-09-22,PRODU8,WGPT,3193210,MMSCF,NA
HISTORY,640,2016-10-02,PRODU8,WGPT,3279580,MMSCF,NA
HISTORY,650,2016-10-12,PRODU8,WGPT,3365200,MMSCF,NA
HISTORY,660,2016-10-22,PRODU8,WGPT,3449410,MMSCF,NA
HISTORY,670,2016-11-01,PRODU8,WGPT,3532110,MMSCF,NA
HISTORY,680,2016-11-11,PRODU8,WGPT,3613420,MMSCF,NA
HISTORY,690,2016-11-21,PRODU8,WGPT,3693560,MMSCF,NA
HISTORY,700,2016-12-01,PRODU8,WGPT,3772780,MMSCF,NA
HISTORY,710,2016-12-11,PRODU8,WGPT,3851240,MMSCF,NA
HISTORY,720,2016-12-21,PRODU8,WGPT,3929070,MMSCF,NA
HISTORY,730,2016-12-31,PRODU8,WGPT,4006350,MMSCF,NA
HISTORY,740,2017-01-10,PRODU8,WGPT,4083210,MMSCF,NA
HISTORY,750,2017-01-20,PRODU8,WGPT,4160040,MMSCF,NA
HISTORY,760,2017-01-30,PRODU8,WGPT,4236820,MMSCF,NA
HISTORY,770,2017-02-09,PRODU8,WGPT,4311980,MMSCF,NA
HISTORY,780,2017-02-19,PRODU8,WGPT,4385330,MMSCF,NA
HISTORY,790,2017-03-01,PRODU8,WGPT,4457090,MMSCF,NA
HISTORY,800,2017-03-11,PRODU8,WGPT,4527380,MMSCF,NA
HISTORY,810,2017-03-21,PRODU8,WGPT,4596200,MMSCF,NA
HISTORY,820,2017-03-31,PRODU8,WGPT,4663600,MMSCF,NA
HISTORY,830,2017-04-10,PRODU8,WGPT,4729620,MMSCF,NA
HISTORY,840,2017-04-20,PRODU8,WGPT,4794290,MMSCF,NA
HISTORY,850,2017-04-30,PRODU8,WGPT,4857630,MMSCF,NA
HISTORY,860,2017-05-10,PRODU8,WGPT,4919680,MMSCF,NA
HISTORY,870,2017-05-20,PRODU8,WGPT,4980490,MMSCF,NA
HISTORY,880,2017-05-30,PRODU8,WGPT,5040080,MMSCF,NA
HISTORY,890,2017-06-09,PRODU8,WGPT,5098530,MMSCF,NA
HISTORY,900,2017-06-19,PRODU8,WGPT,5155910,MMSCF,NA
HISTORY,0,2015-01-01,PRODU9,WGPT,-0,MMSCF,NA
HISTORY,3.3,2015-01-04,PRODU9,WGPT,6880.67,MMSCF,NA
HISTORY,10,2015-01-11,PRODU9,WGPT,20622.7,MMSCF,NA
HISTORY,20,2015-01-21,PRODU9,WGPT,40829.3,MMSCF,NA
HISTORY,30,2015-01-31,PRODU9,WGPT,60777.8,MMSCF,NA
HISTORY,40,2015-02-10,PRODU9,WGPT,81528.9,MMSCF,NA
HISTORY,50,2015-02-20,PRODU9,WGPT,102514,MMSCF,NA
HISTORY,60,2015-03-02,PRODU9,WGPT,123371,MMSCF,NA
HISTORY,70,2015-03-12,PRODU9,WGPT,144292,MMSCF,NA
HISTORY,80,2015-03-22,PRODU9,WGPT,165873,MMSCF,NA
HISTORY,90,2015-04-01,PRODU9,WGPT,186720,MMSCF,NA
HISTORY,100,2015-04-11,PRODU9,WGPT,207263,MMSCF,NA
HISTORY,110,2015-04-21,PRODU9,WGPT,227427,MMSCF,NA
HISTORY,120,2015-05-01,PRODU9,WGPT,247272,MMSCF,NA
HISTORY,130,2015-05-11,PRODU9,WGPT,266900,MMSCF,NA
HISTORY,140,2015-05-21,PRODU9,WGPT,286226,MMSCF,NA
HISTORY,150,2015-05-31,PRODU9,WGPT,305114,MMSCF,NA
HISTORY,160,2015-06-10,PRODU9,WGPT,323481,MMSCF,NA
HISTORY,170,2015-06-20,PRODU9,WGPT,341430,MMSCF,NA
HISTORY,180,2015-06-30,PRODU9,WGPT,359102,MMSCF,NA
HISTORY,190,2015-07-10,PRODU9,WGPT,377099,MMSCF,NA
HISTORY,200,2015-07-20,PRODU9,WGPT,395404,MMSCF,NA
HISTORY,210,2015-07-30,PRODU9,WGPT,413889,MMSCF,NA
HISTORY,220,2015-08-09,PRODU9,WGPT,432383,MMSCF,NA
HISTORY,230,2015-08-19,PRODU9,WGPT,450814,MMSCF,NA
HISTORY,240,2015-08-29,PRODU9,WGPT,469138,MMSCF,NA
HISTORY,250,2015-09-08,PRODU9,WGPT,487323,MMSCF,NA
HISTORY,260,2015-09-18,PRODU9,WGPT,505375,MMSCF,NA
HISTORY,270,2015-09-28,PRODU9,WGPT,523394,MMSCF,NA
HISTORY,280,2015-10-08,PRODU9,WGPT,541439,MMSCF,NA
HISTORY,290,2015-10-18,PRODU9,WGPT,559504,MMSCF,NA
HISTORY,300,2015-10-28,PRODU9,WGPT,577550,MMSCF,NA
HISTORY,310,2015-11-07,PRODU9,WGPT,579229,MMSCF,NA
HISTORY,320,2015-11-17,PRODU9,WGPT,580936,MMSCF,NA
HISTORY,330,2015-11-27,PRODU9,WGPT,582789,MMSCF,NA
HISTORY,340,2015-12-07,PRODU9,WGPT,584657,MMSCF,NA
HISTORY,350,2015-12-17,PRODU9,WGPT,586470,MMSCF,NA
HISTORY,360,2015-12-27,PRODU9,WGPT,588205,MMSCF,NA
HISTORY,370,2016-01-06,PRODU9,WGPT,603190,MMSCF,NA
HISTORY,380,2016-01-16,PRODU9,WGPT,619360,MMSCF,NA
HISTORY,390,2016-01-26,PRODU9,WGPT,636078,MMSCF,NA
HISTORY,400,2016-02-05,PRODU9,WGPT,653359,MMSCF,NA
HISTORY,410,2016-02-15,PRODU9,WGPT,671023,MMSCF,NA
HISTORY,420,2016-02-25,PRODU9,WGPT,688890,MMSCF,NA
HISTORY,430,2016-03-06,PRODU9,WGPT,706876,MMSCF,NA
HISTORY,440,2016-03-16,PRODU9,WGPT,724889,MMSCF,NA
HISTORY,450,2016-03-26,PRODU9,WGPT,742847,MMSCF,NA
HISTORY,460,2016-04-05,PRODU9,WGPT,760697,MMSCF,NA
HISTORY,470,2016-04-15,PRODU9,WGPT,778403,MMSCF,NA
HISTORY,480,2016-04-25,PRODU9,WGPT,795928,MMSCF,NA
HISTORY,490,2016-05-05,PRODU9,WGPT,813224,MMSCF,NA
HISTORY,500,2016-05-15,PRODU9,WGPT,830250,MMSCF,NA
HISTORY,510,2016-05-25,PRODU9,WGPT,846970,MMSCF,NA
HISTORY,520,2016-06-04,PRODU9,WGPT,863349,MMSCF,NA
HISTORY,530,2016-06-14,PRODU9,WGPT,879356,MMSCF,NA
HISTORY,540,2016-06-24,PRODU9,WGPT,894972,MMSCF,NA
HISTORY,550,2016-07-04,PRODU9,WGPT,910182,MMSCF,NA
HISTORY,560,2016-07-14,PRODU9,WGPT,924977,MMSCF,NA
HISTORY,570,2016-07-24,PRODU9,WGPT,939347,MMSCF,NA
HISTORY,580,2016-08-03,PRODU9,WGPT,953286,MMSCF,NA
HISTORY,590,2016-08-13,PRODU9,WGPT,966795,MMSCF,NA
HISTORY,600,2016-08-23,PRODU9,WGPT,979880,MMSCF,NA
HISTORY,610,2016-09-02,PRODU9,WGPT,992559,MMSCF,NA
HISTORY,620,2016-09-12,PRODU9,WGPT,1004850,MMSCF,NA
HISTORY,630,2016-09-22,PRODU9,WGPT,1016790,MMSCF,NA
HISTORY,640,2016-10-02,PRODU9,WGPT,1028400,MMSCF,NA
HISTORY,650,2016-10-12,PRODU9,WGPT,1039690,MMSCF,NA
HISTORY,660,2016-10-22,PRODU9,WGPT,1050690,MMSCF,NA
HISTORY,670,2016-11-01,PRODU9,WGPT,1061420,MMSCF,NA
HISTORY,680,2016-11-11,PRODU9,WGPT,1071900,MMSCF,NA
HISTORY,690,2016-11-21,PRODU9,WGPT,1082130,MMSCF,NA
HISTORY,700,2016-12-01,PRODU9,WGPT,1092130,MMSCF,NA
HISTORY,710,2016-12-11,PRODU9,WGPT,1101890,MMSCF,NA
HISTORY,720,2016-12-21,PRODU9,WGPT,1111410,MMSCF,NA
HISTORY,730,2016-12-31,PRODU9,WGPT,1120720,MMSCF,NA
HISTORY,740,2017-01-10,PRODU9,WGPT,1129810,MMSCF,NA
HISTORY,750,2017-01-20,PRODU9,WGPT,1138690,MMSCF,NA
HISTORY,760,2017-01-30,PRODU9,WGPT,1147360,MMSCF,NA
HISTORY,770,2017-02-09,PRODU9,WGPT,1155840,MMSCF,NA
HISTORY,780,2017-02-19,PRODU9,WGPT,1164130,MMSCF,NA
HISTORY,790,2017-03-01,PRODU9,WGPT,1172220,MMSCF,NA
HISTORY,800,2017-03-11,PRODU9,WGPT,1180130,MMSCF,NA
HISTORY,810,2017-03-21,PRODU9,WGPT,1187870,MMSCF,NA
HISTORY,820,2017-03-31,PRODU9,WGPT,1195430,MMSCF,NA
HISTORY,830,2017-04-10,PRODU9,WGPT,1202830,MMSCF,NA
HISTORY,840,2017-04-20,PRODU9,WGPT,1210070,MMSCF,NA
HISTORY,850,2017-04-30,PRODU9,WGPT,1217160,MMSCF,NA
HISTORY,860,2017-05-10,PRODU9,WGPT,1224100,MMSCF,NA
HISTORY,870,2017-05-20,PRODU9,WGPT,1230890,MMSCF,NA
HISTORY,880,2017-05-30,PRODU9,WGPT,1237550,MMSCF,NA
HISTORY,890,2017-06-09,PRODU9,WGPT,1244080,MMSCF,NA
HISTORY,900,2017-06-19,PRODU9,WGPT,1250480,MMSCF,NA
HISTORY,0,2015-01-01,PRODU10,WGPT,-0,MMSCF,NA
HISTORY,3.3,2015-01-04,PRODU10,WGPT,6880.54,MMSCF,NA
HISTORY,10,2015-01-11,PRODU10,WGPT,20639,MMSCF,NA
HISTORY,20,2015-01-21,PRODU10,WGPT,40902.3,MMSCF,NA
HISTORY,30,2015-01-31,PRODU10,WGPT,60934.5,MMSCF,NA
HISTORY,40,2015-02-10,PRODU10,WGPT,80819.3,MMSCF,NA
HISTORY,50,2015-02-20,PRODU10,WGPT,101055,MMSCF,NA
HISTORY,60,2015-03-02,PRODU10,WGPT,121881,MMSCF,NA
HISTORY,70,2015-03-12,PRODU10,WGPT,144006,MMSCF,NA
HISTORY,80,2015-03-22,PRODU10,WGPT,168283,MMSCF,NA
HISTORY,90,2015-04-01,PRODU10,WGPT,195039,MMSCF,NA
HISTORY,100,2015-04-11,PRODU10,WGPT,224204,MMSCF,NA
HISTORY,110,2015-04-21,PRODU10,WGPT,255591,MMSCF,NA
HISTORY,120,2015-05-01,PRODU10,WGPT,289063,MMSCF,NA
HISTORY,130,2015-05-11,PRODU10,WGPT,324500,MMSCF,NA
HISTORY,140,2015-05-21,PRODU10,WGPT,361742,MMSCF,NA
HISTORY,150,2015-05-31,PRODU10,WGPT,400670,MMSCF,NA
HISTORY,160,2015-06-10,PRODU10,WGPT,441272,MMSCF,NA
HISTORY,170,2015-06-20,PRODU10,WGPT,483398,MMSCF,NA
HISTORY,180,2015-06-30,PRODU10,WGPT,527184,MMSCF,NA
HISTORY,190,2015-07-10,PRODU10,WGPT,572774,MMSCF,NA
HISTORY,200,2015-07-20,PRODU10,WGPT,620287,MMSCF,NA
HISTORY,210,2015-07-30,PRODU10,WGPT,669607,MMSCF,NA
HISTORY,220,2015-08-09,PRODU10,WGPT,720186,MMSCF,NA
HISTORY,230,2015-08-19,PRODU10,WGPT,771644,MMSCF,NA
HISTORY,240,2015-08-29,PRODU10,WGPT,823392,MMSCF,NA
HISTORY,250,2015-09-08,PRODU10,WGPT,874723,MMSCF,NA
HISTORY,260,2015-09-18,PRODU10,WGPT,926033,MMSCF,NA
HISTORY,270,2015-09-28,PRODU10,WGPT,977745,MMSCF,NA
HISTORY,280,2015-10-08,PRODU10,WGPT,1030040,MMSCF,NA
HISTORY,290,2015-10-18,PRODU10,WGPT,1082980,MMSCF,NA
HISTORY,300,2015-10-28,PRODU10,WGPT,1136640,MMSCF,NA
HISTORY,310,2015-11-07,PRODU10,WGPT,1138350,MMSCF,NA
HISTORY,320,2015-11-17,PRODU10,WGPT,1139570,MMSCF,NA
HISTORY,330,2015-11-27,PRODU10,WGPT,1140630,MMSCF,NA
HISTORY,340,2015-12-07,PRODU10,WGPT,1141690,MMSCF,NA
HISTORY,350,2015-12-17,PRODU10,WGPT,1142750,MMSCF,NA
HISTORY,360,2015-12-27,PRODU10,WGPT,1143820,MMSCF,NA
HISTORY,370,2016-01-06,PRODU10,WGPT,1166540,MMSCF,NA
HISTORY,380,2016-01-16,PRODU10,WGPT,1197120,MMSCF,NA
HISTORY,390,2016-01-26,PRODU10,WGPT,1233560,MMSCF,NA
HISTORY,400,2016-02-05,PRODU10,WGPT,1274890,MMSCF,NA
HISTORY,410,2016-02-15,PRODU10,WGPT,1320380,MMSCF,NA
HISTORY,420,2016-02-25,PRODU10,WGPT,1369640,MMSCF,NA
HISTORY,430,2016-03-06,PRODU10,WGPT,1422750,MMSCF,NA
HISTORY,440,2016-03-16,PRODU10,WGPT,1479500,MMSCF,NA
HISTORY,450,2016-03-26,PRODU10,WGPT,1539640,MMSCF,NA
HISTORY,460,2016-04-05,PRODU10,WGPT,1603100,MMSCF,NA
HISTORY,470,2016-04-15,PRODU10,WGPT,1669930,MMSCF,NA
HISTORY,480,2016-04-25,PRODU10,WGPT,1740100,MMSCF,NA
HISTORY,490,2016-05-05,PRODU10,WGPT,1813860,MMSCF,NA
HISTORY,500,2016-05-15,PRODU10,WGPT,1890480,MMSCF,NA
HISTORY,510,2016-05-25,PRODU10,WGPT,1968950,MMSCF,NA
HISTORY,520,2016-06-04,PRODU10,WGPT,2049430,MMSCF,NA
HISTORY,530,2016-06-14,PRODU10,WGPT,2132050,MMSCF,NA
HISTORY,540,2016-06-24,PRODU10,WGPT,2216650,MMSCF,NA
HISTORY,550,2016-07-04,PRODU10,WGPT,2303220,MMSCF,NA
HISTORY,560,2016-07-14,PRODU10,WGPT,2391420,MMSCF,NA
HISTORY,570,2016-07-24,PRODU10,WGPT,2481160,MMSCF,NA
HISTORY,580,2016-08-03,PRODU10,WGPT,2572290,MMSCF,NA
HISTORY,590,2016-08-13,PRODU10,WGPT,2663120,MMSCF,NA
HISTORY,600,2016-08-23,PRODU10,WGPT,2746920,MMSCF,NA
HISTORY,610,2016-09-02,PRODU10,WGPT,2824440,MMSCF,NA
HISTORY,620,2016-09-12,PRODU10,WGPT,2896380,MMSCF,NA
